feature,importance
kyles_lambda,62
gk_vol,45
realized_vol,35
vwap_dev,33
amihud_illiquidity,32
atr,22
bb_width,16
adx,10
vol_delta,10
time_sin,10
ema_slope,8
rel_strength,8
rvol,7
time_minutes,5
time_cos,4
momentum,1
range_exp,1
trade_size_dist,0
session_opening,0
session_closing,0
session_afternoon,0
session_lunch,0
session_morning,0
sentiment_score,0
