feature,importance
vol_delta,386
vwap_dev,259
amihud_illiquidity,241
hurst,191
kyles_lambda,188
adx,185
realized_vol,153
vpin,153
atr,141
bb_width,136
trade_sign_corr,131
nifty_basis_pct,110
rel_strength,99
ema_slope,91
minutes_to_close,89
momentum,67
range_exp,67
fii_dii_flow_mom,64
ofi_proxy,58
time_sin,54
rvol,37
sell_volume,36
trade_size_dist,35
buy_volume,31
time_cos,28
session_closing,5
divergence,0
sentiment_score,0
session_lunch,0
session_afternoon,0
session_morning,0
session_opening,0
